Date,Tweet,Country
Tue May 14 06:10:36 +0000 2019,Random screenshots today for inspiration. What i want in the next 5 years. \ #Motivated #PLTNM ,"Miami, FL"
Tue May 14 06:10:35 +0000 2019,Late night cruises really be the best to clear your head ,"Cocoa Beach, Florida"
Tue May 14 06:10:22 +0000 2019,"$DAX 11,929 open dual posts up/down, stops just over 5 points, 10 x power'""","Sarasota, FL"
Tue May 14 06:11:05 +0000 2019, Proud of our American princess American & England halves prince.  Harry your awesome William likewis\ ,"Florida, USA"
Tue May 14 06:11:05 +0000 2019,"In my opinion the best thing you can do is find a person who loves you for exactly who you are good mood, bad mood,\ ","Naranja, FL"
Tue May 14 06:10:57 +0000 2019,When bae say something freaky in your ear at the club \\n\\nMe: ,"Tallahassee, FL"
Tue May 14 06:10:52 +0000 2019, \ \ \ \ \ \,"Tampa, FL"
Tue May 14 06:10:46 +0000 2019," They\ on a date she has on vibrating panties and he\ controlling them'""","Westview, FL"
Tue May 14 06:26:39 +0000 2019,Lmao I\ never forget when Marvin Sapp \ would have made it\ started playing on pandora outta nowhere \ ,"Florida, USA"
Tue May 14 06:26:36 +0000 2019,"Esta cabr\ que sea tu jeva, la ense\ en tus redes, pero que ella solo ponga fotos de ella estando al lado tuyo.'""","Sanford, FL"
Tue May 14 06:26:30 +0000 2019,I will watch 3 hours of this over 3 hours of Avengers ,"Tallahassee, FL"
Tue May 14 06:26:21 +0000 2019,"Based on what I\ seen, apparently, it\ a lot easier to hate than it is to love....'""","Gainesville, FL"
Tue May 14 06:40:37 +0000 2019,Fell asleep and Burned out a pot of noodles \,"Opa-Locka, FL"
Tue May 14 06:40:37 +0000 2019,THIS IS MY SONGGGGGGG\ ,"University, FL"
Tue May 14 06:40:35 +0000 2019,"Fuck 7/11 they never have woods or grabba'""","North Miami, FL"
Tue May 14 06:41:20 +0000 2019, Graciias \,"Florida, USA"
Tue May 14 06:41:08 +0000 2019,"  Meanwhile we destroy the planet we\ already on'""","Florida, USA"
Tue May 14 06:41:01 +0000 2019,"Whole house smelling like a charcoal bin'""","Opa-Locka, FL"
Tue May 14 06:40:58 +0000 2019,"my God is AWESOME'""","Florida, USA"
Tue May 14 06:40:57 +0000 2019,"have a nail appt in the morning & Tina\ gonna be pissed when i sleep tf thru ugh this is why i don\ drink'""","Florida, USA"
Tue May 14 06:55:59 +0000 2019,"  sunglasses are the mf move this man knows how to face his head'""","Hollywood, FL"
Tue May 14 06:55:51 +0000 2019,"Esto de jugar a ser fuerte ya no es tan divertido.'""","Florida, USA"
Tue May 14 06:55:50 +0000 2019," Someone who can\ hear a chord change'""","Florida, USA"
