Date,Tweet,Country
Fri May 10 14:38:03 +0000 2019,"hate when my mom be pressing me like i\ 12 years old'""","Opa-Locka, FL"
Fri May 10 14:38:01 +0000 2019,The BURN\ Felt so AMAZING with  Anthony\'s  playlist!!!! \ @ Orangetheory Fitness South Tampa ,"Tampa, FL"
Fri May 10 14:38:01 +0000 2019,Got her $#!+ together...#Yes #I #Do\ @ Florida ,"Haines City, FL"
Fri May 10 14:38:00 +0000 2019," Thanks'""","Florida, USA"
Fri May 10 14:37:59 +0000 2019, The information that Russia had hacked Hillary emails was already in the public domain when GP supposedly\ ,"Miami, FL"
Fri May 10 14:37:59 +0000 2019, You\ welcome \,"Boynton Beach, FL"
Fri May 10 14:37:59 +0000 2019," I am proud of you for that one. Bravo!'""","Florida, USA"
Fri May 10 14:37:59 +0000 2019,  Mil mamuela!!! ,"Coral Terrace, FL"
Fri May 10 14:37:57 +0000 2019,"I hope that when I ask you if you love me even though I know you don\ I hope you lie to me.'""","Pensacola, FL"
Fri May 10 14:37:56 +0000 2019,"Called my mom she didn\ answer, now she\ not getting anything for Mother\ Day ... ","Florida, USA"
Fri May 10 14:37:56 +0000 2019,CIVILIANS!!!! Like u got a fuckin acog on your hitachi whay you mean civilians!!\,"Tallahassee, FL"
Fri May 10 14:37:54 +0000 2019," I was just hoping for  LOU2 .'""","Florida, USA"
Fri May 10 14:37:54 +0000 2019," Liar'""","Bayonet Point, FL"
Fri May 10 14:37:52 +0000 2019,Heading to the  game on Sunday? Don\'t forget to bring breakfast items to help the  fight chi\ ,"Florida, USA"
Fri May 10 14:37:50 +0000 2019,"  Jajaja ve\ y nos perdemos en este mal de amor por ratos'""","Miami, FL"
Fri May 10 14:37:49 +0000 2019,Happy Birthday al amor de mi vida\,"Florida, USA"
Fri May 10 14:37:46 +0000 2019,"  But we knew it would! Still happy to see it\ official!'""","Port St Lucie, FL"
Fri May 10 14:37:46 +0000 2019," She should know there is no law requiring his tax returns but, then again, she\ an insurgent set on l\ ","Jacksonville Beach, FL"
Fri May 10 14:37:46 +0000 2019,"In 1997, the Board of County Commissioners of Hillsborough County declared that May 10th would be known as J.C. New\ ","Tampa, FL"
Fri May 10 14:37:45 +0000 2019,"  Attempted murder'""","Davie, FL"
Fri May 10 14:37:45 +0000 2019,"OKAY WHO ELSE GOT  TICKETS FOR ORLANDO???? WHERE YALL SITTIN'""","Miami, FL"
Fri May 10 14:37:44 +0000 2019, Lo mismo sucede con Vaca Muerta. No es sustentable para Argentina y lo poco que pueden consumir los pa\ ,"Miami, FL"
Fri May 10 14:37:44 +0000 2019,"One thing that annoys me is expecting certain people to have their shit together but yet, they dont. \","Riverview, FL"
Fri May 10 14:37:44 +0000 2019,I really have to close on friday nxt week\,"Tallahassee, FL"
Fri May 10 14:37:42 +0000 2019," OMG SO CUTE.... I may have to hit you up for commissions someday'""","Florida, USA"
Fri May 10 14:37:42 +0000 2019,"  You just have to make a trip here and I\ take you to Disney World'""","Orlando, FL"
Fri May 10 14:37:40 +0000 2019,Happy Friday you filthy animals. Here are all results between 5/6-5/9. Yesterday\ lineups were \ the NBA tiers\ ,"Sunrise, FL"
Fri May 10 14:37:38 +0000 2019," Ehh , nah I don\ think soo'""","Carol City, FL"
Fri May 10 14:37:36 +0000 2019,"These people really don\ speak English. Wtf I\ in Central America or something'""","Miami, FL"
Fri May 10 14:37:36 +0000 2019," imy bb'""","Orange Park, FL"
Fri May 10 14:37:35 +0000 2019,  While cutting 30 million Americans with pre-existing conditions.\\nYou won\'t be happy til\ ,"Leesburg, FL"
Fri May 10 14:37:32 +0000 2019,They done took Jazzman\ and put It in Woody lord I\ old ,"Boca Raton, FL"
Fri May 10 14:37:31 +0000 2019,Bro just saw someone that sells ass pix on the internet refer to people as \ and I\ so fucked up it migh\ ,"Tallahassee, FL"
Fri May 10 14:37:27 +0000 2019,As a biochem/dance double Major i totally agree! Both require different levels of work but one isn\ necessarily ha\ ,"Port Orange, FL"
Fri May 10 14:37:26 +0000 2019,Kick start Mother\ Day Weekend at the Shark Tank as the PSL Utd Makos host  Sat night. Kickoff at\ ,"Port St Lucie, FL"
Fri May 10 14:37:24 +0000 2019,Crown Always On! #Queen ,"Florida, USA"
Fri May 10 14:37:22 +0000 2019,"  Hmmmm, Kid in $TMUS colors..'""","Tampa, FL"
Fri May 10 14:37:18 +0000 2019,New day new blessings \,"Florida, USA"
Fri May 10 14:37:18 +0000 2019,"I know it\'s a baby shower but I really hope they have booze there.""'","Orlando, FL"
Fri May 10 14:37:17 +0000 2019,"  u don\ know me, obviously but a lot of nobody\ have a Ton of INFO N ACCESS.ur career n freedom r\ ","Kendall West, FL"
Fri May 10 14:37:16 +0000 2019," Size 12 in men'""","Miami, FL"
Fri May 10 14:37:16 +0000 2019,"   I swear!'""","Citrus Ridge, FL"
Fri May 10 14:37:14 +0000 2019,"Can you recommend anyone for this job in #HollyHill, FL?  #Healthcare'""","Holly Hill, FL"
Fri May 10 14:37:11 +0000 2019,"Im focus on the success!!!'""","Orlando, FL"
Fri May 10 14:37:11 +0000 2019,"  She would reply to me if I DM to her right now'""","Florida, USA"
Fri May 10 14:37:10 +0000 2019,"Why You Need a Network of Low-Stakes, Casual Friendships ","Gainesville, FL"
Fri May 10 14:37:10 +0000 2019," So nice to meet you! I really like your style and use of color\ o/'""","Florida, USA"
Fri May 10 14:37:09 +0000 2019," It\ more about deteramce. But hey if I can get a face shot the cops will probably catch the guy.'""","Altamonte Springs, FL"
Fri May 10 14:37:09 +0000 2019,You k ow it is really aggravating when you really like something or are a huge wwe fan of certain superstars amd th\ ,"Florida, USA"
Fri May 10 14:37:07 +0000 2019,"  You\'re right ,I wouldn\'t. They all sucked ass .""'","Florida, USA"
Fri May 10 14:37:05 +0000 2019,"like 90% of my friends are married & starting families, instead of joining them in the baby making i\ come to ter\ ","Gulf Breeze, FL"
Fri May 10 14:37:05 +0000 2019,Congrats how awesome ,"Orlando, FL"
Fri May 10 14:37:05 +0000 2019,"This upcoming Thursday it\ Ladies Night in Tampa, Florida \ Pull up to the BEST Male Revue in the Bay Area. A\ ","Tampa, FL"
Fri May 10 14:38:55 +0000 2019,"making the best out of the worst situations'""","Tampa, FL"
Fri May 10 14:38:55 +0000 2019,"Top conference annoyances'""","Florida, USA"
Fri May 10 14:38:55 +0000 2019,"I want the colony season 4.  I hope you pick this up and give the fans what we want. #colonyseason4 #netflix'""","Immokalee, FL"
Fri May 10 14:38:54 +0000 2019,Lmfaooooo ,"Florida, USA"
Fri May 10 14:38:54 +0000 2019," It is!'""","Orlando, FL"
