Date,Tweet,Country
Tue May 14 06:10:43 +0000 2019," Damn that\ deep ...'""","Frisco, TX"
Tue May 14 06:10:41 +0000 2019,Ya todo est\ listo para mi conferencia The Woodlands Reset\  este jueves 16 de Mayo  AM\ ,"The Woodlands, TX"
Tue May 14 06:10:41 +0000 2019,I wanted to buy shoes but now I\ like \,"Dallas, TX"
Tue May 14 06:10:39 +0000 2019,My og rolled me a legit cigarette today. Gotta love the skools ,"Texas, USA"
Tue May 14 06:10:36 +0000 2019,#selfcontrol ,"Fort Worth, TX"
Tue May 14 06:10:35 +0000 2019,Lol ,"Austin, TX"
Tue May 14 06:10:33 +0000 2019,THE BEST MF FEELING EVER \ ,"Houston, TX"
Tue May 14 06:10:32 +0000 2019," So it can adequately find its pension obligations, maybe?'""","Irving, TX"
Tue May 14 06:10:26 +0000 2019, You aren\ mocking this man!Your previous deplorable action is not forgiven because & I expect tha\ ,"Texas, USA"
Tue May 14 06:10:25 +0000 2019," I love you mom\ come to TX soon woo ah'""","Shenandoah, TX"
Tue May 14 06:10:23 +0000 2019,Can\ wait for summer \,"Kingsville, TX"
Tue May 14 06:10:21 +0000 2019,Mia: *tearing apart my little beauty blender sponge* \\nMe: Mia what are you doing?! \\nMia: oh no... what happened?\\nMe\ ,"El Paso, TX"
Tue May 14 06:10:21 +0000 2019, looks like that\ what i\ gonna do right now then. \,"Harlingen, TX"
Tue May 14 06:10:20 +0000 2019," I work\ get leo one too & I got u w my children\ place CC'""","Arlington, TX"
Tue May 14 06:10:19 +0000 2019," They got life fucked up!'""","McKinney, TX"
Tue May 14 06:11:04 +0000 2019," missing u at war... xoxo'""","Austin, TX"
Tue May 14 06:11:03 +0000 2019,"I definitely need to use my Finsta more.'""","San Antonio, TX"
Tue May 14 06:11:02 +0000 2019,My new business cards are in\,"Dallas, TX"
Tue May 14 06:11:01 +0000 2019,,"Alamo, TX"
Tue May 14 06:10:59 +0000 2019,late night jam sessions with  will never get old\,"Texas, USA"
Tue May 14 06:10:58 +0000 2019,Sign up for our summer reading program and see your child excel in reading skills. 8 sessions in June. Call for inf\ ,"Texas, USA"
Tue May 14 06:10:57 +0000 2019,I\ gonna go with yes ,"Texas, USA"
Tue May 14 06:10:51 +0000 2019,#Ramadan ,"Fort Worth, TX"
Tue May 14 06:10:50 +0000 2019,"It\'s cool because Bolton can bomb Iran with no presidential oversight and start a war, and half of Congress will be\ ","Arlington, TX"
Tue May 14 06:10:47 +0000 2019," always'""","Cameron, TX"
Tue May 14 06:25:52 +0000 2019," Interested in buying VIP Silver tickets? DM me.'""","Houston, TX"
Tue May 14 06:25:50 +0000 2019,Wow. There is a lot to unpack in this. ,"Austin, TX"
Tue May 14 06:26:12 +0000 2019,Everyone getting pregnant on my snap  I\ like gahhdamm when was y\ in a relationship \,"Desoto, TX"
Tue May 14 06:26:18 +0000 2019,"Guys, Pose is so good. Why have I been sleeping on this.'""","Austin, TX"
Tue May 14 06:26:17 +0000 2019,"so i wanna make a gc of pretty unproblematic pv females whom wanna grow and travel and allat do let me know if ya down !'""","Desoto, TX"
Tue May 14 06:26:17 +0000 2019,"What do you like? What do you enjoy? Who do you want to be with? Where do you want to go? What bores you, or annoys\ ","Fort Worth, TX"
Tue May 14 06:26:40 +0000 2019,When Lost Lands went on till 4am every night and opened up at 11am.. lmao. That shit was a mission. ,"Laredo, TX"
Tue May 14 06:26:40 +0000 2019,,"Nacogdoches, TX"
Tue May 14 06:26:39 +0000 2019," I\ upset'""","Denton, TX"
Tue May 14 06:26:39 +0000 2019,yo this nigga is beautiful \ ,"Texas, USA"
Tue May 14 06:26:37 +0000 2019,"things might be hard right now but keep pushing. i believe in you. stay hydrated and do something that makes you happy. youve got this! :D'""","Texas, USA"
Tue May 14 06:26:33 +0000 2019,"Just got sold out'""","Dallas, TX"
Tue May 14 06:26:33 +0000 2019,US BRO LMFAO  ,"Fort Worth, TX"
Tue May 14 06:26:30 +0000 2019,"  No like fr U Have To.'""","Texas, USA"
Tue May 14 06:26:30 +0000 2019,"so we not gon act like chip clips and pantries dont exist?'""","Fort Worth, TX"
Tue May 14 06:26:24 +0000 2019,,"Nacogdoches, TX"
Tue May 14 06:26:23 +0000 2019,I fucking hate my best friends lmao \ ,"San Antonio, TX"
Tue May 14 06:40:54 +0000 2019,"I\ not finna be nobody\ secret tf'""","Universal City, TX"
Tue May 14 06:40:49 +0000 2019," couldn\ have agreed more \ but steve aoki tho'""","Arlington, TX"
Tue May 14 06:40:48 +0000 2019,"People bug me with the whole wave check thing. Like maan I ain\'t got nothin relax.""'","Leander, TX"
Tue May 14 06:40:39 +0000 2019,"  Gotcha'""","Irving, TX"
Tue May 14 06:40:36 +0000 2019,"FYI: hot sauce stains granite.'""","Fort Worth, TX"
Tue May 14 06:40:29 +0000 2019,"When I\ around my mom she feels sick when I feel sick and whatever I snack on she snacks with me lol so weird'""","San Antonio, TX"
Tue May 14 06:40:28 +0000 2019,THIS ,"Houston, TX"
Tue May 14 06:41:25 +0000 2019,  Lol shoot I\ go today (Tuesday for lunch ). Haha \,"Dallas, TX"
Tue May 14 06:41:25 +0000 2019,Bro tbh  could be the next travis $cott \ he\'s already monte so wtf is a travis $cott\,"Mansfield, TX"
Tue May 14 06:41:22 +0000 2019,Honestly so true! \ ,"Alamo, TX"
Tue May 14 06:41:21 +0000 2019,"   Which is why Shaggy was such a revelation when she appeared.'""","Dallas, TX"
Tue May 14 06:41:20 +0000 2019, why are you giving me quit warnings right after I finish a Pro Am game? I literally completed the whole\ ,"Helotes, TX"
Tue May 14 06:41:19 +0000 2019,"  Lol'""","Irving, TX"
Tue May 14 06:41:15 +0000 2019,I spend literally all my time on Twitter who needs Facebook anymore or Snapchat lol Twitter where the entertainment at \,"Houston, TX"
Tue May 14 06:41:15 +0000 2019,"i like having sex everywhere idk where we at if i\ in the mood drop them mtf draws !'""","Texas City, TX"
Tue May 14 06:41:08 +0000 2019,"ive never been so stressed in my entire life'""","Austin, TX"
Tue May 14 06:41:04 +0000 2019, \,"El Paso, TX"
Tue May 14 06:40:59 +0000 2019,One year ago today: doing the #suitcasesquats on #LEGDAY \ #fitness #lawyer #fitlawyer #igfit #igfitness\ ,"Dallas, TX"
Tue May 14 06:56:06 +0000 2019,"I only need to pass this class to keep my summa cum laude status so why am I even trying rn'""","Houston, TX"
Tue May 14 06:56:06 +0000 2019,It\ sooo fucking hot in this hotel dawg... & I don\ know how to work the ac\,"Texas Medical Center, Houston"
Tue May 14 06:56:04 +0000 2019,"I bet being a sloth lit'""","Austin, TX"
Tue May 14 06:56:01 +0000 2019,Home Insurance - Harris & Montgomery County Texas\\nReference:  ,"Houston, TX"
Tue May 14 06:56:00 +0000 2019,,"Lancaster, TX"
Tue May 14 06:55:57 +0000 2019,Its my #WerkMonday.  Blessed to do what I do.  #UnusuallyTallMexican #MaleNurse #FutureRNBSN #NursingStudent @ Hous\ ,"Houston, TX"
Tue May 14 06:55:54 +0000 2019, \\n\\nSmoke Sessions \ Produced by ,"Dallas, TX"
Tue May 14 06:55:51 +0000 2019,"i shouldn\ have slept earlier'""","San Antonio, TX"
Tue May 14 06:55:41 +0000 2019,"Don\'t chase people. Be you, do your own thing and work hard. The right people who belong in your life will come to you, and stay.""'","Leander, TX"
Tue May 14 06:56:33 +0000 2019,"rather b on an island or swimming w elephants'""","Waco, TX"
Tue May 14 06:56:33 +0000 2019,I always find a way to take the blame... no matter what it is. I\ always wondering what I did wrong or could have done differently. \,"Houston, TX"
Tue May 14 06:56:32 +0000 2019,"  ...And for those who both feel & think, the way healthy, intelligent humans do, life\ ","Texas, USA"
Tue May 14 06:56:31 +0000 2019,,"Dallas, TX"
Tue May 14 06:56:31 +0000 2019, you a legend ,"Sugar Land, TX"
Tue May 14 06:56:28 +0000 2019,Haha accurate af \ ,"Dallas, TX"
Tue May 14 07:11:05 +0000 2019,  that is beyond me \,"Houston, TX"
Tue May 14 07:11:00 +0000 2019,"I ask for things that don\ come with a price. it could all be so simple.'""","Houston, TX"
Tue May 14 07:10:59 +0000 2019,"You caint stop the ocean and you caint stop the wind'""","Texas, USA"
Tue May 14 07:11:27 +0000 2019,"finna turn my fan on to add a lil dazzle dazzle'""","Athens, TX"
Tue May 14 07:11:22 +0000 2019," Okay, no games! We goin\","San Angelo, TX"
Tue May 14 07:11:21 +0000 2019, \\n\\nSmoke Sessions \ Produced by ,"Dallas, TX"
Tue May 14 07:11:17 +0000 2019, OMFG. We cute or whatever!!! \,"Texas, USA"
Tue May 14 07:11:14 +0000 2019,"  bro is that a #4'""","Lewisville, TX"
Tue May 14 07:11:13 +0000 2019,Gah!!!!!!! The owls are hooting!! \,"Beaumont, TX"
Tue May 14 07:11:50 +0000 2019,"I am certain of nothing'""","San Antonio, TX"
Tue May 14 07:11:47 +0000 2019, do people not understand that they are allowed to personally like the NBA more than the NFL....but ca\ ,"San Antonio, TX"
Tue May 14 07:11:47 +0000 2019,"You motherfuckin\ right, I wanna fuck you right now'""","Irving, TX"
Tue May 14 07:11:44 +0000 2019,"U tripping'""","Texas, USA"
Tue May 14 07:26:08 +0000 2019,"Next time I go to jail I\ stayin there, y\ more wild out here'""","Texas, USA"
Tue May 14 07:26:06 +0000 2019," That\ a freaky filter they have. Mine freaks me out.'""","Fort Worth, TX"
Tue May 14 07:26:04 +0000 2019,"could never click with a simple mind cause my mental is far too complex to have to slow down or simplify for anyone'""","Texas, USA"
Tue May 14 07:26:25 +0000 2019," True, then maybe the end of it then \","Garland, TX"
Tue May 14 07:26:21 +0000 2019,You talking about the justice Rudy\'s looking for in Ukraine or the kind you have to hire 4 successively more corrup\ ,"Duncanville, TX"
Tue May 14 07:26:21 +0000 2019,"Impulsively book a flight to LA after getting an APPROVAL from Manager :) see ya next month,California'""","Four Corners, TX"
Tue May 14 07:26:13 +0000 2019,      He had 51 wins in the West with\ ,"Texas, USA"
Tue May 14 07:26:12 +0000 2019,"At some point soon I\ turn off  & go to bed but for the record #mahershalaali +  = \ #TrueDetective'""","San Antonio, TX"
Tue May 14 07:26:12 +0000 2019,right after you check ,"San Marcos, TX"
Tue May 14 07:41:01 +0000 2019,My sweet Akira is sleeping in my room tonight and i feel so happy and blessed to have her home. \,"Farmers Branch, TX"
Tue May 14 07:41:32 +0000 2019,"My momma said \ Kenneth brother ran that , i like him run that back \ \","Texas, USA"
Tue May 14 07:41:55 +0000 2019, That comment is an insult to Holocaust victims and survivors. \\n\\nYes this situation sucks and needs to im\ ,"Texas, USA"
Tue May 14 07:41:55 +0000 2019,"why tf I\ up still'""","Houston, TX"
Tue May 14 07:41:46 +0000 2019,me every other week traveling around texas ,"Fort Worth, TX"
Tue May 14 07:41:40 +0000 2019,"My son dreams about #fortnite \ he\ talking in his sleep about doing an emote \ #gamer #gamerboy #hemissingfortnite \\n\\n#HIDDENLEGEND'""","Austin, TX"
Tue May 14 08:11:22 +0000 2019,Late night shopping is so fast \,"Houston, TX"
Tue May 14 08:11:16 +0000 2019,   Nah. I will not give the seventh option a chance. I will however continue to be\ ,"Houston, TX"
Tue May 14 08:11:12 +0000 2019,"Just watched my first GOT episode... and daenerys is a bad bitch'""","Houston, TX"
Tue May 14 08:11:06 +0000 2019,"Who\ up'""","Mesquite, TX"
Tue May 14 08:11:03 +0000 2019,"lifes so boring'""","McKinney, TX"
Tue May 14 08:11:44 +0000 2019,  You can always tell the party of dishonor and perversity. When elected the majority suffers\ ,"Fort Worth, TX"
Tue May 14 08:11:34 +0000 2019,Mw2 or ffx ,"Kingsville, TX"
Tue May 14 08:11:33 +0000 2019,   Pence in Indiana and NC backed down after boycotts drove over a half bil\ ,"Dallas, TX"
Tue May 14 08:12:04 +0000 2019,"The worst possible outcome always seem to find me...'""","Dallas, TX"
Tue May 14 08:12:04 +0000 2019,And it\  Republican Socialists ..... ,"University Park, TX"
Tue May 14 08:26:45 +0000 2019,"peep game. Act accordingly.'""","Houston, TX"
